order_channel,last_order_channel,Tenure,Recency,Frequency,Spend,PerctOnlineOrders,PrectSpendOnline,Cosmetics,Clothing,Games,Groceries,Office Supplies
Desktop,Desktop,890,114,2,618.94,0.5000,0.4830,False,False,False,False,False
Mobile,Offline,1391,345,6,910.65,0.8333,0.7359,True,False,False,True,True
Ios App,Offline,488,418,2,468.45,0.5000,0.5998,False,False,True,False,False
Mobile,Offline,1831,203,3,222.96,0.6667,0.7982,False,True,False,False,False
Desktop,Desktop,759,282,6,888.44,0.1667,0.2251,False,False,False,True,True
Ios App,Offline,1533,164,7,818.1,0.5714,0.7180,False,False,False,False,False
Android App,Android App,603,124,16,3190.05,0.9375,0.9859,False,True,False,True,True
Android App,Android App,645,171,4,505.92,0.5000,0.2490,False,True,False,True,True
Mobile,Offline,2516,159,6,793.57,0.5000,0.5876,True,True,False,False,False
Desktop,Desktop,609,206,3,304.95,0.6667,0.8525,False,False,True,False,False
Android App,Android App,588,280,6,647.64,0.5000,0.6140,False,False,False,True,True
Ios App,Ios App,640,445,2,229.97,0.5000,0.3261,False,False,True,False,False
Mobile,Mobile,177,132,2,168.98,0.5000,0.2899,False,True,False,False,False
Android App,Android App,759,176,6,882.87,0.8333,0.8301,False,True,False,True,True
Mobile,Offline,686,148,3,309.96,0.3333,0.3387,True,False,False,False,False
Android App,Android App,713,120,5,381.95,0.2000,0.1885,False,True,False,False,False
Ios App,Android App,1417,186,11,1441.92,0.8182,0.8336,False,False,True,True,True
Android App,Android App,1717,138,12,1725.48,0.8333,0.9131,True,False,False,True,True
Android App,Android App,803,111,5,633.93,0.8000,0.6530,False,False,False,False,False
Android App,Android App,708,435,3,499.39,0.6667,0.9520,False,False,False,True,True
Mobile,Mobile,432,288,2,305.54,0.5000,0.4764,True,False,False,True,True
Desktop,Offline,659,260,3,422.53,0.3333,0.2366,True,False,True,True,True
Android App,Android App,594,209,3,420.7,0.3333,0.3327,False,True,False,False,False
Android App,Android App,735,325,4,274.96,0.7500,0.8182,True,False,True,True,True
Ios App,Ios App,621,114,5,737.43,0.4000,0.3491,True,False,False,True,True
Android App,Android App,1350,343,12,1698.31,0.5833,0.6138,False,False,True,True,True
Mobile,Desktop,915,125,6,755.37,0.5000,0.6823,True,False,False,True,True
Android App,Android App,719,456,2,246.94,0.5000,0.5345,False,True,False,False,False
Android App,Android App,664,197,3,519.14,0.6667,0.7881,False,True,False,True,True
Ios App,Ios App,722,95,5,966.36,0.6000,0.7610,True,False,False,True,True
Mobile,Mobile,1269,228,9,876.15,0.6667,0.7718,True,True,False,False,False
Android App,Android App,937,119,14,2225.29,0.9286,0.9551,False,False,False,True,True
Android App,Android App,844,200,10,1875.73,0.6000,0.6852,False,False,False,True,True
Android App,Android App,694,279,2,772.9301,0.5000,0.2885,False,True,False,True,True
Mobile,Desktop,1015,103,13,1445.35,0.8462,0.8890,True,True,False,False,False
Desktop,Desktop,1804,296,5,594.94,0.6000,0.7311,False,False,True,True,True
Mobile,Offline,932,406,3,240.47,0.6667,0.6653,False,False,True,False,False
Desktop,Desktop,178,158,2,283.11,0.5000,0.7143,False,True,False,False,False
Desktop,Desktop,1166,290,5,974.41,0.8000,0.8050,False,False,True,True,True
Android App,Mobile,2415,113,31,3150.51,0.9677,0.9810,True,False,True,True,True
Android App,Android App,718,96,3,451.95,0.6667,0.8894,False,False,False,False,False
Desktop,Offline,1037,211,4,501.34,0.2500,0.4388,False,False,True,False,False
Mobile,Mobile,705,108,3,513.44,0.6667,0.6105,False,False,False,False,False
Android App,Android App,777,256,4,902.17,0.5000,0.6675,False,False,False,True,True
Mobile,Mobile,558,351,2,132.94,0.5000,0.4735,False,False,False,False,False
Desktop,Desktop,560,97,2,283.82,0.5000,0.6459,False,False,False,False,False
Mobile,Offline,686,133,3,425.76,0.3333,0.5870,False,False,False,False,False
Android App,Android App,729,113,4,477.43,0.5000,0.3927,False,False,False,True,True
Mobile,Offline,1430,253,12,2475.16,0.8333,0.9394,True,True,True,False,False
Android App,Android App,2380,431,8,950.62,0.7500,0.9159,False,False,True,True,True
Android App,Android App,729,453,4,471.94,0.5000,0.7458,False,False,False,True,True
Android App,Android App,1665,345,6,974.84,0.5000,0.2923,True,True,False,False,False
Android App,Android App,216,114,4,437.8,0.2500,0.1644,False,True,True,True,True
Mobile,Mobile,699,226,2,160.73,0.5000,0.7465,False,False,False,True,True
Desktop,Offline,1682,212,2,179.96,0.5000,0.5556,True,False,False,False,False
Desktop,Offline,1616,439,3,500.71,0.3333,0.1797,False,False,True,False,False
Android App,Android App,739,198,3,263.97,0.6667,0.5454,True,False,False,False,False
Android App,Android App,623,202,4,709.19,0.7500,0.5347,False,False,False,False,False
Android App,Android App,408,222,2,180.48,0.5000,0.3324,False,True,False,True,True
Ios App,Ios App,773,134,5,476.64,0.6000,0.4619,True,False,False,True,True
Mobile,Mobile,672,211,4,669.94,0.7500,0.8955,True,True,False,False,False
Desktop,Offline,1273,405,3,455.48,0.6667,0.8233,False,False,True,False,False
Android App,Android App,846,120,3,486.44,0.3333,0.3669,False,False,False,False,False
Android App,Android App,907,109,2,698.15,0.5000,0.8854,False,True,False,True,True
Desktop,Offline,631,184,3,402.46,0.3333,0.2795,False,False,False,False,False
Desktop,Desktop,934,321,3,485.97,0.6667,0.8560,False,False,True,False,False
Desktop,Offline,2495,225,3,328.91,0.6667,0.5440,False,True,False,False,False
Desktop,Desktop,197,115,2,253.06,0.5000,0.4473,True,True,False,False,False
Android App,Offline,262,188,7,917.36,0.4286,0.4485,False,True,False,True,True
Mobile,Offline,2105,211,6,744.91,0.6667,0.7316,False,True,False,False,False
Ios App,Offline,460,202,2,562.41,0.5000,0.4666,False,False,False,True,True
Android App,Android App,347,249,2,116.48,0.5000,0.5665,False,True,False,False,False
Android App,Android App,654,157,4,492.96,0.7500,0.8580,False,False,True,False,False
Android App,Offline,241,170,4,300.92,0.7500,0.6113,False,True,False,True,True
Android App,Android App,592,181,3,600.63,0.3333,0.2508,False,False,False,True,True
Android App,Android App,893,280,7,1325.49,0.7143,0.7284,False,False,True,True,True
Android App,Android App,612,180,3,389.95,0.6667,0.5897,False,False,False,True,True
Mobile,Offline,914,192,2,529.97,0.5000,0.2453,False,False,False,True,True
Mobile,Mobile,237,197,3,505.36,0.3333,0.2085,False,False,False,True,True
Desktop,Desktop,573,133,2,505.46,0.5000,0.7418,False,False,False,False,False
Android App,Android App,883,99,3,418.96,0.3333,0.6898,True,False,False,False,False
Android App,Offline,573,413,5,364.18,0.2000,0.2142,True,True,False,False,False
Ios App,Offline,947,357,5,628.87,0.4000,0.5787,True,True,False,False,False
Desktop,Offline,992,105,4,1478.74,0.2500,0.1880,False,False,False,True,True
Android App,Android App,924,209,2,194.96,0.5000,0.4616,True,False,False,False,False
Mobile,Desktop,727,171,11,1640,0.9091,0.9268,False,True,False,True,True
Ios App,Offline,665,369,3,1157.39,0.3333,0.4125,False,False,False,True,True
Android App,Offline,1053,332,13,1674.68,0.8462,0.8025,False,True,False,False,False
Desktop,Offline,706,434,3,626.17,0.3333,0.2236,True,False,True,True,True
Android App,Android App,602,126,5,833.66,0.6000,0.4858,True,True,False,False,False
Android App,Offline,2325,210,10,1009.3,0.6000,0.8118,False,True,True,True,True
Android App,Offline,719,278,5,615.91,0.4000,0.5941,True,False,False,False,False
Ios App,Ios App,718,439,3,159.97,0.3333,0.5625,False,False,False,True,True
Mobile,Mobile,611,112,8,1170,0.5000,0.4469,True,False,True,True,True
Ios App,Android App,424,107,7,900.9301,0.7143,0.6670,False,False,False,True,True
Mobile,Offline,964,259,4,607.67,0.2500,0.2583,False,True,False,True,True
Android App,Android App,2516,191,22,2137.36,0.9545,0.9836,False,False,True,False,False
Android App,Offline,441,173,7,917.88,0.5714,0.3660,True,True,True,True,True
Mobile,Mobile,691,277,2,464.96,0.5000,0.4409,True,False,False,True,True
Android App,Android App,760,96,3,549.89,0.3333,0.6181,False,False,False,True,True
Android App,Android App,693,300,10,1444.5,0.8000,0.8128,False,False,True,False,False
Android App,Mobile,873,218,7,879.72,0.7143,0.5794,True,False,True,False,False
Mobile,Mobile,731,278,2,353.91,0.5000,0.7457,False,False,False,True,True
Android App,Android App,2512,242,19,2301.98,0.9474,0.9696,False,False,False,True,True
Ios App,Ios App,786,147,3,507.94,0.3333,0.5670,False,False,False,False,False
Mobile,Mobile,470,138,4,562.86,0.7500,0.6483,True,False,False,True,True
Mobile,Mobile,596,104,3,518.96,0.6667,0.7302,False,False,False,True,True
Desktop,Desktop,742,227,3,360.43,0.3333,0.1997,True,False,True,False,False
Desktop,Offline,1724,255,5,502.95,0.2000,0.4374,False,True,False,False,False
Android App,Android App,638,295,3,551.95,0.6667,0.4022,False,False,False,True,True
Mobile,Offline,516,202,4,480.84,0.5000,0.2683,False,False,True,True,True
Ios App,Ios App,909,295,3,437.62,0.6667,0.8858,False,True,False,False,False
Desktop,Offline,2039,101,7,759.93,0.7143,0.5658,False,False,False,False,False
Mobile,Offline,771,313,8,751.13,0.3750,0.5854,True,True,False,False,False
Android App,Android App,716,113,15,1626.89,0.8667,0.9324,True,False,True,True,True
Android App,Offline,675,422,5,410.45,0.4000,0.4141,False,False,True,False,False
Mobile,Offline,2472,191,6,566,0.8333,0.8394,True,False,False,False,False
Android App,Android App,403,329,2,154.83,0.5000,0.4834,True,False,False,False,False
Android App,Android App,893,123,11,1253,0.5455,0.5743,True,True,False,False,False
Android App,Android App,754,415,3,299.95,0.6667,0.9334,False,True,False,False,False
Desktop,Offline,2476,98,3,424.97,0.3333,0.2823,False,False,False,True,True
Ios App,Ios App,1455,107,4,329.96,0.7500,0.7576,False,True,False,True,True
Desktop,Offline,2481,445,4,767.4,0.5000,0.4137,True,True,True,False,False
Ios App,Ios App,621,162,2,313.98,0.5000,0.5383,False,False,False,False,False
Ios App,Ios App,714,203,2,686.35,0.5000,0.2789,False,False,False,False,False
Ios App,Android App,877,104,9,854.38,0.7778,0.7876,True,True,False,False,False
Mobile,Mobile,1768,232,12,1811.66,0.9167,0.9724,False,True,False,False,False
Android App,Android App,671,317,4,618.85,0.5000,0.5153,False,False,False,False,False
Android App,Android App,895,113,3,476.4,0.6667,0.8321,False,True,False,False,False
Android App,Android App,726,265,3,258.91,0.6667,0.7297,False,False,False,False,False
Android App,Android App,712,460,2,154.47,0.5000,0.6116,True,False,False,False,False
Android App,Android App,1670,190,12,2804.27,0.9167,0.8777,False,True,True,False,False
Mobile,Mobile,866,99,5,305.94,0.8000,0.9347,True,False,True,False,False
Desktop,Offline,1998,177,2,320.97,0.5000,0.4081,False,False,False,True,True
Android App,Android App,584,166,3,464.67,0.6667,0.6606,False,True,True,True,True
Mobile,Mobile,713,192,2,279.98,0.5000,0.5714,False,True,False,False,False
Mobile,Desktop,515,132,3,210.72,0.6667,0.8814,False,False,True,False,False
Android App,Android App,546,439,5,485.94,0.6000,0.6090,True,False,False,False,False
Mobile,Mobile,868,115,5,795.85,0.4000,0.5114,False,False,False,False,False
Android App,Android App,622,105,15,3998.61,0.8667,0.8800,False,False,True,True,True
Desktop,Desktop,780,284,3,336.26,0.3333,0.5525,False,False,True,True,True
Android App,Android App,284,134,3,739.69,0.6667,0.5137,True,False,True,False,False
Ios App,Offline,507,183,5,597.52,0.8000,0.7726,True,False,True,True,True
Mobile,Mobile,580,96,2,440.64,0.5000,0.5898,False,False,False,True,True
Desktop,Offline,2747,143,2,280.86,0.5000,0.2492,False,False,False,False,False
Mobile,Mobile,1627,197,7,710.62,0.7143,0.5547,True,True,False,False,False
Mobile,Offline,2206,136,24,2572.25,0.9583,0.9261,False,False,False,False,False
Android App,Android App,1753,335,22,2810.26,0.9545,0.9714,False,False,True,False,False
Android App,Android App,761,321,3,710.78,0.6667,0.7594,False,False,False,True,True
Android App,Offline,815,108,2,821.94,0.5000,0.1119,False,False,False,True,True
Mobile,Mobile,817,126,5,270.94,0.4000,0.4096,True,True,False,False,False
Android App,Android App,622,447,3,445.96,0.6667,0.7758,False,False,False,True,True
Desktop,Desktop,893,118,3,709.96,0.3333,0.4366,False,False,True,False,False
Desktop,Desktop,928,281,3,362.67,0.3333,0.7223,True,True,False,False,False
Ios App,Ios App,612,420,2,478.98,0.5000,0.6138,False,False,False,True,True
Mobile,Mobile,871,340,3,406.47,0.6667,0.6310,False,False,False,True,True
Android App,Desktop,770,120,3,598.37,0.6667,0.8663,False,False,False,False,False
Android App,Android App,899,96,10,1176.47,0.8000,0.8555,False,False,True,True,True
Android App,Offline,451,176,2,594.81,0.5000,0.4640,False,False,True,True,True
Android App,Offline,536,230,5,1069.6,0.4000,0.1832,True,False,True,False,False
Mobile,Mobile,327,290,2,668.3199,0.5000,0.4763,False,False,False,True,True
Mobile,Offline,1165,438,2,156.49,0.5000,0.5496,False,True,False,False,False
Desktop,Desktop,930,277,2,457.96,0.5000,0.8908,True,False,True,True,True
Android App,Android App,541,282,3,480.44,0.6667,0.7700,False,False,True,False,False
Mobile,Offline,845,350,2,155.47,0.5000,0.4502,True,True,False,False,False
Mobile,Offline,2654,156,4,292.17,0.7500,0.6578,False,False,False,False,False
Mobile,Mobile,908,198,6,384.92,0.1667,0.2598,False,False,False,True,True
Android App,Android App,648,99,5,1238.26,0.6000,0.6867,False,True,False,False,False
Android App,Android App,656,137,3,583.03,0.6667,0.7085,True,True,True,False,False
Ios App,Offline,475,190,3,541.42,0.3333,0.1846,True,False,True,True,True
Mobile,Mobile,908,207,4,448.39,0.5000,0.6365,True,False,False,False,False
Android App,Android App,1796,97,11,1871.12,0.8182,0.9392,True,True,False,False,False
Ios App,Offline,465,134,3,677.78,0.3333,0.5708,False,False,False,True,True
Mobile,Mobile,350,276,3,474.46,0.6667,0.9105,True,False,False,True,True
Ios App,Android App,792,199,11,1795.46,0.6364,0.7310,True,True,True,False,False
Ios App,Offline,586,173,5,2249.73,0.2000,0.0667,False,False,False,True,True
Android App,Android App,620,306,5,1602.4,0.6000,0.7761,True,True,True,False,False
Android App,Offline,793,302,4,475.86,0.2500,0.2732,False,False,True,False,False
Mobile,Mobile,738,194,2,179.98,0.5000,0.5000,True,False,False,False,False
Desktop,Offline,2253,230,5,1169.89,0.2000,0.1282,False,False,False,True,True
Mobile,Mobile,862,158,2,399.89,0.5000,0.4001,False,False,False,False,False
Desktop,Offline,485,101,5,1687.85,0.6000,0.2594,False,False,False,True,True
Android App,Android App,604,112,6,730.4,0.3333,0.1232,True,True,False,False,False
Mobile,Offline,413,180,3,554.45,0.3333,0.4148,True,True,True,True,True
Ios App,Offline,2149,418,4,479.85,0.7500,0.7906,False,False,True,False,False
Android App,Android App,774,327,10,1385.84,0.5000,0.5370,True,True,True,True,True
Ios App,Mobile,596,387,4,1007.91,0.7500,0.8760,False,False,False,True,True
Mobile,Offline,2236,453,5,561.44,0.8000,0.6963,False,False,True,False,False
Mobile,Offline,421,177,4,265.94,0.2500,0.3195,False,True,True,False,False
Ios App,Ios App,1591,298,3,1015.64,0.6667,0.9011,True,True,False,True,True
Android App,Android App,638,134,4,304.7,0.2500,0.1772,False,False,False,False,False
Android App,Offline,527,251,3,299.46,0.6667,0.5609,False,False,True,True,True
Ios App,Ios App,346,192,5,553.88,0.6000,0.5938,False,True,False,False,False
Android App,Offline,925,409,6,335.44,0.1667,0.2683,False,True,False,False,False
Android App,Android App,876,264,5,749.19,0.6000,0.5929,True,False,False,True,True
Android App,Offline,688,451,5,580.44,0.4000,0.3445,False,False,False,True,True
Android App,Offline,449,133,3,786.84,0.3333,0.3684,True,False,False,True,True
Mobile,Offline,986,310,7,1146.19,0.5714,0.5195,False,False,True,False,False
Mobile,Mobile,657,116,3,344.24,0.6667,0.6515,False,False,False,False,False
Android App,Android App,678,115,3,249.78,0.3333,0.4796,False,True,False,False,False
Mobile,Mobile,783,97,4,865.54,0.5000,0.8490,True,False,False,True,True
Desktop,Desktop,401,124,2,209.34,0.5000,0.7110,False,True,False,False,False
Android App,Android App,2471,191,11,1214.81,0.8182,0.8724,False,True,False,False,False
Android App,Android App,719,168,3,388.95,0.6667,0.6144,True,False,False,True,True
Android App,Android App,941,346,10,1652.53,0.6000,0.7031,False,True,False,False,False
Mobile,Offline,2357,252,4,598.49,0.7500,0.3964,True,False,True,True,True
Ios App,Offline,419,203,2,139.98,0.5000,0.5000,True,False,False,True,True
Android App,Offline,1492,167,4,662.24,0.5000,0.4111,True,False,False,True,True
Mobile,Mobile,563,120,2,489.74,0.5000,0.6723,False,False,False,True,True
Android App,Android App,760,146,9,1496.31,0.7778,0.8931,False,False,False,True,True
Mobile,Mobile,1004,230,4,517.39,0.7500,0.6436,True,False,False,True,True
Android App,Android App,373,168,2,269.47,0.5000,0.2004,True,False,True,False,False
Desktop,Offline,2698,226,3,268.37,0.3333,0.4002,False,True,False,False,False
Android App,Android App,736,129,5,674.9,0.4000,0.4666,True,False,False,True,True
Mobile,Mobile,725,243,3,396.44,0.3333,0.1135,False,True,False,False,False
Desktop,Offline,785,144,4,419.03,0.2500,0.1613,True,True,False,False,False
